repo_id,combo,combo_num,pj_size,lg_num,age,cmmt_num,dev_num,se_num,se_rem_num,se_iibc_num,se_pd_num,se_other
42283287,html_javascript_typescript,0,9427,3,3411,15997,1028,19,5,0,1,13
47394776,javascript_shell,0,10267,3,2007,2218,285,4,0,0,0,4
2573058,html_javascript,0,119385,3,3489,17043,1361,7,1,0,0,6
53238813,ruby_shell,0,52351,7,3334,20480,808,40,0,1,0,39
29261473,go_shell,0,99597,4,2464,8484,354,140,43,2,4,91
41986369,go_shell,0,228337,5,2154,14110,727,147,135,0,1,11
2562751,html_java,0,240604,3,5029,3588,158,27,11,0,0,16
94498635,javascript_shell,0,19403,2,1454,1653,175,7,0,0,0,7
38558578,css_html_javascript_shell_typescript,0,5052,6,3417,3620,375,8,0,0,0,8
94367677,css_javascript_typescript,0,8643,4,2371,7066,768,2,0,0,0,2
49609581,c#_shell,0,79915,10,2360,8905,489,68,11,0,1,56
30969188,html_javascript,0,8736,2,1520,1457,243,2,1,0,0,1
74175805,go_shell,0,198558,8,1715,16151,887,326,76,1,3,246
1844251,css_html_javascript_shell,0,73004,4,3415,2905,381,14,10,0,1,3
698041,css_javascript,0,5831,4,4064,1798,272,4,1,1,0,2
18049133,css_html_javascript_ruby,0,3655,5,4732,11409,891,57,13,0,3,41
14098121,javascript_python,0,60237,19,1195,3297,83,5,1,0,0,4
135786093,css_javascript,0,2622,2,1168,1301,188,0,0,0,0,0
3577919,go_shell,0,10570,4,3610,20480,1933,373,2,0,0,371
39176269,javascript_typescript,0,16535,2,2028,1102,323,1,1,0,0,0
53631945,python_shell,0,4445,5,2267,3249,473,25,0,0,0,25
6988020,css_html_javascript_shell_typescript,0,60689,7,3083,1365,197,4,0,0,0,4
13840241,css_html_javascript_ruby,0,21651,7,2826,4073,180,6,2,0,0,4
349241,html_javascript,0,6362,2,4275,2753,345,5,4,0,0,1
23405758,c_cpp,0,1500,3,3736,1022,103,2,0,0,0,2
8575137,html_java,0,3909,5,2739,1016,115,1,0,0,0,1
29891188,javascript_shell,0,3276,2,2374,1867,185,8,0,0,0,8
33263118,css_html_javascript_python_shell,0,119003,6,2588,9175,155,6,0,0,0,6
458058,css_html_javascript_php,0,200767,7,1775,20000,1423,1075,32,49,5,989
30203935,css_html_javascript,0,220166,13,3762,20480,1573,33,0,0,0,33
1283503,javascript_shell,0,2290,2,3567,2270,358,14,5,0,0,9
32247847,html_javascript_shell_typescript,0,120406,6,2327,4846,521,10,8,1,0,1
3620194,html_javascript,0,12529,3,3384,2634,559,9,8,0,0,1
53127403,html_java_javascript,0,47540,8,1967,20480,846,39,3,0,0,36
317757,css_javascript,0,18700,5,4307,3012,418,5,0,0,0,5
52773157,javascript_shell_typescript,0,20383,3,1986,4734,775,4,1,0,0,3
6452529,cpp_python,0,279364,18,3135,20000,231,132,45,0,3,84
13078968,javascript_typescript,0,9137,2,2874,4134,466,1,0,0,0,1
67508428,css_html_java_javascript,0,600030,4,1786,1593,36,0,0,0,0,0
57222302,python_shell,0,4264,3,1919,1296,320,8,3,0,0,5
31085130,html_javascript,0,310017,2,2334,2143,91,1,1,0,0,0
25315643,css_html_javascript_python_shell,0,87026,9,1215,6116,125,25,8,0,0,17
790359,javascript_shell_typescript,0,29963,3,4001,8829,1110,24,8,0,0,16
13855476,go_shell,0,3713,2,2833,2250,302,8,8,0,0,0
7548986,php_shell,0,57207,5,2118,20000,2477,47,16,10,0,21
2700159,html_java,0,64912,8,3715,6462,244,4,2,0,0,2
13584262,javascript_shell,0,13601,2,2845,2994,193,25,3,0,5,17
5625464,c_python_shell,0,4268,7,3643,3299,412,1,0,0,0,1
2541284,html_typescript,0,6194,2,3586,1515,151,1,1,0,0,0
119811010,html_javascript_ruby,0,71761,4,1179,1727,74,0,0,0,0,0
64355429,css_javascript,0,32902,3,1433,3031,206,0,0,0,0,0
42920477,css_javascript,0,6508,2,3654,1348,79,4,0,0,0,4
137724480,javascript_typescript,0,84631,20,3645,10859,912,32,1,0,0,31
16607898,go_shell,0,28458,2,2727,3848,335,18,2,2,1,13
1116542,c_cpp_shell,0,28271,5,5427,5274,64,49,34,0,1,14
1028340,css_html_javascript_shell,0,39967,6,4131,7956,523,9,1,0,0,8
7607075,html_python,0,145650,5,3107,1085,166,0,0,0,0,0
1254497,css_html_javascript_shell,0,18359,4,3843,6972,1001,20,6,6,0,8
53370988,css_html_javascript_python_shell,0,89742,6,2022,4726,322,18,2,0,0,16
34757182,cpp_python,0,7768,2,2233,1281,88,1,0,0,0,1
519832,css_html_javascript_python_shell,0,50020,9,4181,9391,440,78,3,3,0,72
39840932,c_cpp_python_shell,0,9818,7,4773,3721,405,20,15,0,0,5
12244426,css_html_javascript,0,722,3,2885,2027,371,1,0,0,0,1
4037197,python_shell,0,36493,5,3390,2819,190,30,6,0,0,24
23338716,javascript_typescript,0,18036,2,4125,17878,1215,32,1,0,0,31
15308499,css_html_javascript,0,2494,3,2753,1063,182,4,2,0,0,2
11276147,c_cpp,0,2670,4,2931,1292,161,1,0,0,0,1
33884891,python_shell,0,125666,11,2483,20480,2996,224,0,1,1,222
402046,html_javascript_typescript,0,103756,3,4421,2232,201,12,4,0,0,8
3602123,css_html_javascript,0,10221,3,2642,1199,106,0,0,0,0,0
18044526,html_python_shell,0,4116,3,2211,1424,160,31,0,0,0,31
45431898,css_html_javascript,0,48184,3,1999,1984,231,4,0,0,0,4
1631024,css_html_javascript_shell,0,3045,5,3179,1283,130,4,0,0,0,4
19745004,css_html_javascript_python_shell,0,3680915,14,1448,20000,838,537,15,9,10,503
1801829,html_javascript_typescript,0,71439,4,3606,20000,1136,86,34,2,2,48
5405654,css_html_javascript_shell,0,36977,4,3272,2534,254,4,0,0,0,4
13124802,go_shell,0,159287,5,1659,20000,338,114,73,0,6,35
24635156,css_html_javascript_typescript,0,4483,4,2455,1283,250,11,0,0,0,11
47071941,css_javascript_typescript,0,11799,4,2061,2963,636,7,1,0,0,6
59996401,css_html_javascript,0,223605,5,2631,5747,110,0,0,0,0,0
308770,html_ruby,0,5507,2,4252,3750,702,23,2,4,0,17
7212645,python_shell,0,55932,5,3147,11928,1493,15,0,1,0,14
5532320,css_html_javascript_shell,0,30190,4,3196,6850,200,5,4,0,0,1
10567197,go_shell,0,12022,14,2971,7003,482,54,2,0,2,50
19620844,css_html_javascript,0,82905,4,2582,2299,209,2,0,0,0,2
1431547,css_html_javascript_python,0,48840,4,3836,8437,1260,48,2,29,0,17
25880891,javascript_shell,0,87016,14,2465,12294,925,160,32,0,0,128
16587283,cpp_python,0,21225,14,2724,20480,3058,58,11,0,1,46
23069399,html_javascript,0,46178,3,2519,1435,122,1,0,0,0,1
58842707,python_shell,0,2947,5,2802,1527,180,7,0,1,0,6
1580851,css_html_javascript,0,28686,4,3757,2170,240,1,0,0,0,1
38934449,css_javascript,0,6518,2,2200,1558,372,1,0,0,0,1
401025,go_shell,0,7247,9,4122,3311,256,21,0,0,0,21
45055693,css_html_javascript_shell_typescript,0,102245,6,2085,2899,83,12,2,0,1,9
10851820,javascript_shell_typescript,0,7629,4,2947,5193,452,8,0,0,0,8
1357796,c_cpp,0,233421,12,3399,20000,716,140,77,0,0,63
21696302,ruby_shell,0,6443,4,2565,3731,693,2,0,0,0,2
67709808,css_javascript_typescript,0,71539,3,1772,2124,359,5,1,0,0,4
2206953,javascript_typescript,0,2621,2,3634,1084,178,6,0,0,0,6
30215630,go_shell,0,7316,2,2359,1487,224,5,4,0,0,1
124257233,css_html_javascript_typescript,0,55145,4,2267,3978,334,5,0,0,0,5
20965586,objectivec_ruby,0,1112,3,2591,1728,221,9,0,0,0,9
115720575,css_html_javascript_typescript,0,5819,4,2283,1577,201,2,0,0,0,2
1451352,css_html_javascript,0,18875,4,3618,3508,568,15,5,0,0,10
49910095,c_shell,0,15964,4,2008,5538,228,37,9,0,3,25
134017286,go_shell,0,25535,4,3056,3533,239,16,2,0,0,14
90792131,java_shell,0,21384,4,2478,2215,188,6,0,0,0,6
52113921,css_javascript,0,35178,2,1981,1122,335,23,0,0,0,23
124171501,css_html_javascript_shell_typescript,0,8198,5,1211,2328,163,4,4,0,0,0
91253698,javascript_php,0,1022449,5,2614,20480,326,6,0,0,0,6
734934,css_html_javascript,0,14779,6,4044,2570,266,10,2,4,0,4
301742,c_python_shell,0,9032,4,4321,4331,445,54,19,19,0,16
12226786,cpp_javascript,1,46187,6,2863,1437,160,18,14,0,0,4
15183485,c_python,0,27558,15,2758,3646,131,0,0,0,0,0
43723161,go_shell,0,17574,3,2093,6183,681,41,5,0,0,36
3606624,ruby_shell,0,17047,4,3401,8645,291,67,34,1,3,29
69495170,javascript_typescript,0,4872,2,1764,2870,427,10,0,1,0,9
7587038,java_javascript,0,18484,11,3255,3033,374,2,0,0,0,2
12670444,css_html_javascript_shell,0,15148,4,2743,2108,245,6,6,0,0,0
45942274,javascript_shell,0,7681,2,2135,1961,415,2,0,0,0,2
15480067,javascript_shell_typescript,0,26763,4,5963,6646,677,13,0,0,0,13
34864402,c_cpp_python_shell,0,91283,13,2283,11631,1081,78,43,0,0,35
18964487,css_html_javascript,0,5467,3,2655,1992,223,0,0,0,0,0
23095954,java_shell,0,949,2,3644,9816,1207,94,29,0,0,65
44998092,objectivec_ruby,0,19089,4,2772,1535,99,13,0,0,0,13
67702184,cpp_java,1,53869,6,2879,5101,270,57,5,0,0,52
14003349,html_javascript_typescript,0,4840,3,2704,1118,121,2,0,0,0,2
110446844,css_html_javascript,0,70716,6,1329,1477,119,9,0,0,0,9
26820798,javascript_typescript,0,12630,2,2438,1828,290,11,0,0,0,11
13926404,javascript_python,0,26085,10,2813,9285,798,15,0,0,0,15
59239347,html_javascript,0,52324,8,2967,3496,374,19,0,1,0,18
37153337,css_html_javascript,0,51228,3,2212,1755,158,4,2,0,0,2
138331573,html_python,0,1337,3,2218,2502,442,0,0,0,0,0
11061773,html_javascript,0,28227,3,2953,8022,969,105,2,0,0,103
36804486,python_shell,0,5796,5,2834,1856,119,5,1,0,0,4
57167764,cpp_python_shell,0,9437,5,1944,2084,184,20,6,0,1,13
50603846,html_javascript_shell,0,22840,4,2007,3543,336,24,4,0,3,17
77213120,javascript_typescript,0,79839,11,5453,20480,3173,67,8,0,2,57
11892946,cpp_python,0,77473,9,2915,1970,89,24,3,0,0,21
33486016,objectivec_ruby,0,5068,3,2303,2333,191,16,5,0,0,11
5373551,cpp_java,1,1095583,21,4163,14732,724,112,31,1,0,80
65233633,css_html_javascript_typescript,0,26864,6,2662,1778,151,1,0,0,0,1
23044617,html_javascript_typescript,0,49936,3,2496,2968,74,0,0,0,0,0
15116946,javascript_shell_typescript,0,11384,3,1819,1328,280,3,3,0,0,0
22394357,c_cpp_python_shell,0,24267,12,2552,5956,430,87,47,1,0,39
20818126,cpp_java,1,141428,5,2592,15244,513,17,2,0,0,15
38366638,javascript_typescript,0,714,2,3076,2661,359,9,0,0,0,9
74260508,html_javascript_shell,0,21493,4,1712,1542,189,10,0,0,0,10
35810174,css_html_javascript_typescript,0,14758,4,2778,1517,175,0,0,0,0,0
11570469,objectivec_ruby,0,767,3,2903,1029,138,19,2,0,0,17
71939872,html_javascript_shell_typescript,0,104086,5,1738,2108,301,5,3,0,0,2
14812739,c_python_shell,0,16392,7,3781,4849,532,123,103,0,1,19
38307428,javascript_shell_typescript,0,15948,3,3773,7815,734,9,6,0,0,3
60246359,cpp_python,0,452279,23,4373,20480,784,46,17,0,0,29
448045,php_shell,0,86782,3,5504,20480,2031,49,10,0,0,39
1103607,css_html_java_javascript,0,129220,14,3806,20000,894,1139,50,21,12,1056
184460,python_shell,0,32268,6,4479,11661,1164,95,28,0,1,66
53658802,cpp_javascript,1,343695,13,1914,12028,373,352,51,0,0,301
65214191,c_cpp_python_shell,0,119122,14,2604,9923,973,154,8,0,4,142
1206546,javascript_typescript,0,2598,2,3532,1356,352,4,3,0,0,1
53266139,html_javascript,0,19317,3,2029,4727,320,5,0,0,0,5
51728141,css_html_javascript_shell,0,33071,6,1988,2613,147,2,0,0,0,2
45721011,java_shell,0,160271,15,2828,7033,479,12,3,0,0,9
16089035,html_javascript_python_shell,0,38114,10,3233,11624,670,23,1,0,0,22
20787122,python_shell,0,4764,5,2594,2152,136,8,0,0,1,7
53632140,go_shell,0,12440,5,1958,2658,245,10,1,0,0,9
4279682,c_cpp_python_shell,0,68929,14,5792,14412,807,176,73,1,0,102
102578345,c_python_shell,0,269025,20,1423,3597,285,34,15,0,0,19
73648678,html_javascript_ruby,0,609990,7,2557,9914,799,26,1,0,0,25
11507163,html_javascript,0,48698,4,2071,4597,45,3,2,0,0,1
455600,c_cpp,0,478331,25,1372,20000,491,358,124,5,3,226
44150497,css_html_javascript_shell,0,3005,4,2117,1318,610,5,0,0,0,5
29112049,css_html_javascript_python,0,13772,7,2205,4033,151,28,10,2,0,16
16072585,css_html_javascript,0,14357,4,2750,6845,1065,27,0,2,3,22
56899284,css_html_javascript_shell_typescript,0,72054,6,1962,2949,221,10,2,0,0,8
58157629,python_shell,0,37039,2,1882,1393,165,4,2,0,0,2
131770422,javascript_shell,0,23372,3,1182,4028,196,3,0,0,0,3
12044132,html_python,0,52060,6,2929,3898,222,2,0,0,1,1
21234201,css_html_javascript,0,140493,4,2509,1608,29,0,0,0,0,0
21399598,css_html_javascript_shell,0,50580,6,2570,4936,458,23,12,0,1,10
59114705,html_javascript,0,3447,2,2912,4520,402,2,0,0,0,2
127769231,javascript_shell,0,59846,3,2297,20480,2038,85,40,0,1,44
527644,css_html_javascript_typescript,0,15974,5,4168,7941,853,43,4,0,0,39
1377867,html_javascript_python_shell,0,5909,7,4058,2952,224,11,1,0,0,10
40345658,javascript_shell_typescript,0,8577,3,2487,2112,284,1,0,0,0,1
19953044,cpp_java,1,14575,21,2734,11627,1228,59,15,0,0,44
66424871,cpp_python_shell,0,40116,4,1787,1219,233,0,0,0,0,0
52630616,javascript_typescript,0,57850,2,1981,9779,721,39,14,0,0,25
73614722,java_shell,0,352305,2,1719,1326,20,3,0,0,0,3
15225670,java_javascript,0,193736,12,2783,8878,506,93,8,0,1,84
7833168,css_html_javascript_shell_typescript,0,3260866,16,2201,20124,540,841,2,2,5,832
59010815,css_javascript,0,3420,6,2380,3784,201,10,9,0,0,1
17107479,css_html_javascript_python,0,100328,7,2708,13260,649,33,9,0,4,20
11829145,html_javascript_ruby,0,3825,6,2623,2633,40,2,0,0,0,2
126365965,java_javascript,0,24355,8,1213,1133,65,1,0,0,0,1
312262,css_html_javascript,0,5691,3,4317,4419,172,14,6,0,0,8
65711522,c_cpp_python_shell,0,238286,10,1297,20000,618,69,39,0,0,30
2278524,javascript_shell,0,2020,3,2789,2066,316,1,0,1,0,0
3422939,html_javascript,0,5443,3,3441,1051,87,2,1,0,0,1
38696925,python_shell,0,7947,3,2670,9574,855,36,1,0,0,35
1607357,html_javascript,0,3229,3,3482,1703,261,3,2,0,0,1
8424040,css_html_javascript,0,77176,4,3815,9096,624,20,10,0,0,10
75425073,css_html_javascript_typescript,0,40499,4,1694,8699,328,13,0,0,0,13
75642389,javascript_shell_typescript,0,85703,4,2671,6820,469,12,6,0,1,5
1790564,css_javascript_typescript,0,156854,5,3714,20480,717,100,10,0,0,90
56315715,javascript_typescript,0,58949,6,1927,4841,412,12,0,0,0,12
13404515,java_shell,0,4675,2,4521,20480,664,195,24,1,0,170
82285884,html_javascript,0,327279,8,1122,1618,59,0,0,0,0,0
1093228,c_cpp,0,965022,16,2626,20000,671,659,177,0,0,482
10365411,css_javascript,0,10390,2,2622,2621,221,4,2,0,0,2
2889328,css_javascript_php,0,298284,4,2801,20000,68,56,8,2,1,45
16989371,css_html_javascript_shell_typescript,0,18435,6,2688,4131,373,11,1,0,0,10
122734569,go_shell,0,2264,3,4111,1608,243,0,0,0,0,0
1548202,css_html_javascript_php,0,252918,10,3080,20000,365,65,20,4,4,37
34777562,cpp_javascript,1,238119,10,2842,6939,104,79,44,0,0,35
59720190,html_python,0,3399,5,1889,2536,352,16,1,0,0,15
29759715,c_cpp_python_shell,0,28830,13,4618,11206,603,27,10,0,0,17
46806184,go_shell,0,291408,7,2036,13768,3737,117,4,4,10,99
19463625,python_shell,0,697,4,2632,6560,578,21,2,0,4,15
25449064,cpp_java,1,2896,5,2467,3325,338,8,3,0,0,5
17066884,css_html_javascript_python,0,4171,6,2367,1181,69,1,0,0,0,1
924303,css_html_javascript_shell,0,8242,6,3399,1517,243,2,2,0,0,0
11481338,html_javascript,0,32282,2,2933,3371,101,10,2,0,0,8
30161665,css_html_javascript,0,36932,3,2360,5994,229,9,5,0,0,4
5888353,css_html_javascript_python_shell,0,10497,5,3519,3994,601,28,5,1,0,22
104172832,javascript_shell_typescript,0,17366,5,1409,3893,159,4,2,0,0,2
42625970,python_shell,0,238395,3,2681,1010,276,4,0,0,0,4
33702544,javascript_python,0,88442,5,2295,4419,187,5,0,0,0,5
8538132,css_html_javascript,0,36178,4,3057,1356,204,0,0,0,0,0
75164823,java_shell,0,10060,4,1669,1638,353,7,4,0,1,2
658518,python_shell,0,74627,5,3820,20000,887,90,3,1,3,83
326688,html_javascript_ruby,0,1594,5,4306,2803,188,1,0,0,0,1
11116372,css_html_javascript_shell,0,151842,6,2927,8792,338,69,3,44,1,21
60243197,javascript_php,0,1713899,11,1750,20480,524,96,4,0,6,86
7910045,html_javascript_shell_typescript,0,99109,5,2766,5226,465,36,0,0,0,36
41766002,html_javascript,0,905710,10,2149,20466,1232,26,2,0,5,19
29078997,c#_shell,0,1331511,9,709,20000,213,109,15,0,1,93
1631570,php_shell,0,5985,3,3746,1365,133,1,1,0,0,0
13142126,javascript_typescript,0,25318,4,2862,3764,213,6,5,1,0,0
93253246,css_html_javascript_php,0,690443,4,2464,5642,718,1,0,0,1,0
4576305,java_javascript,0,64352,7,3135,2626,126,19,4,0,0,15
30675533,html_python_shell,0,1026874,3,2331,3722,165,2,0,0,1,1
41889031,html_java,0,52195,3,3128,11582,1364,64,1,0,0,63
5448530,css_html_javascript,0,16494,3,1232,1401,75,0,0,0,0,0
18503721,cpp_javascript,1,32013,15,2636,2024,249,24,12,1,0,11
45147841,css_html_javascript_shell,0,18627,4,1926,1596,121,25,8,0,0,17
65866559,css_html_javascript,0,31690,3,1770,1551,102,3,0,0,0,3
25050844,c_shell,0,20135,4,2453,4328,237,16,4,0,0,12
6297520,python_shell,0,170757,7,3201,6226,185,51,2,0,0,49
58616946,javascript_shell,0,5927,4,1976,9336,1320,64,1,0,1,62
49876476,java_shell,0,402962,5,1800,20229,421,5,0,0,0,5
714074,html_javascript_shell,0,120558,3,4060,4716,423,23,10,1,1,11
32623292,html_typescript,0,8681,2,2182,1607,251,0,0,0,0,0
27729907,go_shell,0,16274,4,2379,5173,395,38,8,0,0,30
40511756,css_html_javascript_typescript,0,7226,5,3133,2768,259,3,1,0,0,2
78186814,cpp_javascript,1,282740,13,1906,12026,374,352,51,0,0,301
381979,css_html_javascript_shell_typescript,0,33344,6,4492,5726,151,4,4,0,0,0
56342508,go_shell,0,21441,9,2134,2180,271,6,4,0,0,2
5901900,java_shell,0,9469,2,3784,1226,74,0,0,0,0,0
43160685,css_html_javascript_python,0,308942,12,1780,20000,525,137,9,22,9,97
85095608,css_html_javascript_typescript,0,14556,4,1585,2956,126,0,0,0,0,0
45646037,css_html_javascript_python_shell,0,1059109,7,3838,20480,2355,34,1,0,0,33
20537104,go_shell,0,20264,4,2553,1748,114,9,6,0,0,3
40484398,javascript_shell_typescript,0,74004,3,2181,5403,440,25,8,0,0,17
1062572,cpp_python_shell,0,20607,7,3914,3701,310,5,4,0,0,1
3431193,javascript_php,0,77533,10,3760,19751,1497,205,5,40,11,149
931039,html_javascript_shell,0,2484,4,3837,2288,211,6,0,0,0,6
7693799,javascript_shell_typescript,0,13487,3,2900,2113,214,4,3,0,0,1
79723839,javascript_shell_typescript,0,85313,13,2628,8557,105,4,1,0,0,3
50146229,html_javascript,0,77473,3,2021,3811,129,5,1,0,0,4
22475123,css_html_javascript_shell,0,32804,5,2691,2313,147,14,3,0,0,11
18440563,javascript_ruby,0,7214,3,2689,1547,168,20,3,0,2,15
8162715,html_python_shell,0,110919,4,3089,18755,265,36,1,2,7,26
126412363,c_cpp_python_shell,0,20621,9,1832,3735,347,6,6,0,0,0
18062944,go_shell,0,7156,7,2652,4122,374,2,2,0,0,0
2163263,html_javascript,0,16933,2,3615,5661,265,17,0,4,1,12
30582779,css_html_javascript_python_shell,0,2600,6,2355,1523,55,4,0,0,0,4
90349239,html_javascript_python,0,1277,3,2355,2803,162,2,0,0,0,2
2609642,html_javascript_typescript,0,12396,5,4020,7160,339,14,3,0,0,11
70342215,javascript_shell,0,51531,3,1712,5212,349,13,7,0,0,6
2006876,java_shell,0,101462,18,3675,11375,1257,137,8,2,1,126
23129458,c_cpp_shell,0,34927,5,5049,7467,70,281,46,0,0,235
92570536,html_javascript_typescript,0,16050,3,1472,1620,272,3,1,0,0,2
942903,javascript_shell,0,1257,2,3951,1808,175,2,0,0,0,2
12143585,html_javascript,0,3602,2,2880,3975,393,4,0,0,0,4
19205896,go_shell,0,60067,4,2671,5518,303,30,11,0,0,19
13030144,css_html_javascript,0,5261,3,3326,1052,63,0,0,0,0,0
1049095,c_python_shell,0,74554,9,3920,12525,620,133,20,0,0,113
68312233,python_shell,0,37788,8,1775,13819,1553,29,5,0,1,23
32969220,c_cpp_python,0,183078,7,2445,4127,521,92,36,0,1,55
82238168,php_shell,0,125225,6,1620,3203,249,17,0,1,0,16
62091339,go_shell,0,285069,8,2385,14980,918,160,13,0,3,144
23013268,ruby_shell,0,18092,4,2502,3285,273,6,5,0,0,1
69290591,javascript_python,0,83944,3,1716,3273,353,21,2,0,0,19
3374332,html_javascript_ruby,0,70243,4,3439,2106,96,1,0,0,0,1
56352157,css_html_javascript_typescript,0,20897,5,1899,1256,110,9,1,0,0,8
42488903,css_html_javascript,0,617112,3,2171,6144,410,3,2,0,0,1
4467228,javascript_shell_typescript,0,6316,3,3327,1059,143,1,0,0,0,1
6662075,python_shell,0,6297,3,3182,2690,443,6,0,0,0,6
12512833,css_html_javascript,0,2212,3,2871,1667,112,2,1,0,0,1
2336578,css_html_javascript_ruby,0,3175,5,2716,1032,122,0,0,0,0,0
17814354,html_javascript,0,11916,3,2693,3538,319,6,3,0,1,2
54376220,python_shell,0,289950,4,3001,2474,125,3,0,0,0,3
911765,javascript_ruby,0,114018,8,4036,20000,590,36,4,6,0,26
15337142,c_cpp_python_shell,0,49906,8,2856,12542,465,101,48,0,1,52
12618379,html_javascript_shell,0,31496,3,2884,6662,214,18,4,1,0,13
103749180,cpp_python,0,45794,41,1141,9859,1128,8,7,0,0,1
1217614,c_cpp,0,1555334,21,3216,20000,542,446,125,0,0,321
5604798,css_javascript,0,12789,5,3232,2057,174,3,0,0,0,3
4637221,c_python_shell,0,4184,5,3181,2848,161,5,1,0,0,4
501326,html_javascript_shell,0,14768,3,3842,1409,116,1,1,0,0,0
15830664,css_html_javascript_python,0,29923,4,2755,1566,210,2,0,0,0,2
3351871,cpp_javascript,1,200283,11,5416,11180,293,224,51,7,0,166
1338813,html_javascript_shell_typescript,0,71140,5,3696,7719,131,4,0,0,0,4
127227141,go_shell,0,48763,5,3419,3780,263,19,0,0,0,19
3744545,css_html_javascript,0,6003,4,3247,1672,406,4,2,0,0,2
58559694,html_javascript_shell_typescript,0,71581,7,1521,20000,308,52,6,0,1,45
74962515,css_html_javascript,0,76919,3,1703,3059,100,1,0,0,0,1
37347459,python_shell,0,10162,2,2226,1870,87,19,0,0,0,19
8708394,css_javascript_php,0,1647,3,3045,1141,159,5,1,0,2,2
1538210,objectivec_ruby,0,1115,2,3760,3712,347,12,0,0,0,12
14981376,c_cpp_python,0,164682,13,4279,13537,629,206,86,0,3,117
3880513,cpp_javascript,1,94703,3,3384,3355,167,6,3,0,0,3
37734226,javascript_typescript,0,189759,2,2127,3070,328,5,2,0,0,3
105138356,html_javascript_typescript,0,138403,5,1398,1218,56,4,2,0,0,2
26730195,javascript_php,0,38640,5,2327,7274,228,33,0,3,1,29
3766706,java_shell,0,189676,4,4148,1804,100,11,4,0,0,7
23404839,html_javascript_shell_typescript,0,28560,7,2479,2335,125,7,0,0,1,6
5349565,java_javascript,0,153945,10,3276,19108,658,157,76,0,47,34
1349775,c_cpp_python_shell,0,104913,6,4343,4219,458,5,3,0,0,2
27500243,cpp_java,1,137915,8,4177,1860,141,1,1,0,0,0
18609427,css_html_javascript_shell,0,60026,4,2667,2071,173,2,1,0,0,1
302322,cpp_java,1,386740,20,1471,20000,216,112,48,1,4,59
14734876,cpp_java,1,677082,21,1899,15631,535,91,8,0,2,81
59435364,html_javascript_shell,0,23388,5,1979,3301,76,11,2,0,2,7
26038648,c_cpp_python_shell,0,40914,5,2743,3736,291,13,8,0,0,5
19249835,css_html_javascript_python_shell,0,1727842,7,2693,11207,622,57,4,3,3,47
560495,css_javascript,0,20985,2,4157,2241,109,26,1,0,0,25
34921116,c_cpp_python_shell,0,16019,12,2277,3803,509,50,38,0,0,12
112717963,cpp_java,1,49757,6,1801,1633,64,48,3,0,0,45
9603889,css_html_javascript_shell,0,65972,8,7875,20480,930,131,4,1,1,125
21779020,javascript_shell,0,7475,2,2515,1886,251,4,0,0,0,4
138312,html_ruby,0,4469,3,2949,1674,284,9,1,0,0,8
32476524,python_shell,0,2746,3,2314,1136,142,2,0,0,0,2
37834277,css_html_javascript_shell,0,71360,5,2412,2176,54,9,2,1,0,6
56333861,css_html_javascript_shell_typescript,0,124790,6,2990,3921,271,50,4,1,3,42
36606437,css_html_javascript_shell_typescript,0,90209,8,2242,7534,266,34,0,0,0,34
50063252,python_shell,0,5645,2,1857,2916,285,4,1,0,0,3
1390248,html_python_shell,0,507588,18,1648,20000,809,58,7,0,1,50
21233191,go_shell,0,43009,6,2591,12525,376,91,51,3,4,33
70908208,html_python_shell,0,1493553,7,2669,20480,762,10,1,0,0,9
60537144,css_html_javascript_shell_typescript,0,245571,8,2286,12436,881,20,0,0,0,20
4814354,css_html_javascript_shell,0,19604,5,2913,1313,102,5,0,0,0,5
10064545,html_javascript,0,10802,2,2972,2197,125,0,0,0,0,0
47690142,cpp_java,1,296721,11,2730,2746,49,75,5,1,0,69
56760633,javascript_shell_typescript,0,65176,3,1926,6409,501,18,3,0,5,10
38900806,python_shell,0,28618,2,2827,4946,147,12,2,0,0,10
2560988,html_javascript_shell_typescript,0,9639,7,3533,2779,399,18,3,0,0,15
106024057,python_shell,0,4932,4,4132,7196,423,7,0,0,0,7
5569059,html_javascript_shell,0,18664,3,3344,10560,481,14,2,0,0,12
4095287,html_ruby,0,43337,4,3381,10871,907,121,2,1,2,116
2649214,cpp_javascript,1,1471965,22,2053,20000,115,184,81,1,0,102
13258039,c_python_shell,0,19267,5,2857,7361,630,26,11,4,0,11
64700934,javascript_shell,0,15419,3,1823,2499,291,29,1,0,8,20
21763822,html_javascript_shell,0,25347,11,2576,16368,607,25,7,0,0,18
1305114,css_javascript_php,0,12064,5,3748,2353,254,0,0,0,0,0
5880912,css_html_javascript_shell,0,61084,5,3003,1880,231,0,0,0,0,0
8224923,javascript_typescript,0,67798,5,3081,9126,237,18,0,0,0,18
3314,css_html_javascript_ruby,0,120545,6,3854,20000,1097,122,4,5,3,110
24977535,go_shell,0,34445,3,2477,3354,145,1,0,0,0,1
12926963,javascript_shell,0,75963,3,2836,17880,244,58,0,0,1,57
106995,html_ruby,0,6892,11,5015,4276,511,36,6,17,1,12
40892817,c_cpp_python_shell,0,53532,10,3101,20480,610,65,0,0,0,65
43640830,java_javascript,0,86046,15,1995,13041,2081,299,45,2,1,251
43330374,objectivec_ruby,0,20975,3,2121,3711,261,56,11,0,0,45
